Cross Lingual Text;Sentiment;
ಇನ್ನು ಟಿಕ್ ಟಾಕ್ ಮಾಡೋ ಚೂತ್ಯಾ ಸೂಳೆ ಮಕ್ಕಳಿಗೆ ಅಡ್ಡಡ್ಡಾ ಕಟ್ ಮಾಡ್ಬೇಕು;Negative;
Creative kannadiga super neevu..;Positive;
ಹೌದೋ ಹುಲಿಯಾ.....ಹಾಡು ಸೂ..............ಪರ್..................;Positive;
Super video bro;not-Kannada;
basavaraj tambak lol  Peddha;Negative;
Priswi Perera changide guru;Mixed_feelings;
Super kannada story togari tippa;Positive;
Anna nenu super super Anna;Positive;
Kannada movie  = Like;not-Kannada;
Super song guru;Positive;
Hand's up;unknown_state;
Super bro;Positive;
ವೀಡಿಯೊ ಅತ್ಯುತ್ತಮವಾಗಿದೆ ಮುಂದುವರಿಯಿರಿ ಇದು ನಿಜವಾಗಿಯೂ ಈ ವೀಡಿಯೊವನ್ನು ನೋಡಿದ ನಂತರ ನಾನು ತುಂಬಾ ನಕ್ಕಿದ್ದೇನೆ;Positive;
Super togare tippa;Positive;
Tital nodi ...ond matu helbeku anth annistu ...Pade pade prashne Keli ...alohage maditirode nivu ....nachike agbeku ..nimge.;Negative;
Yen helda guru super;Positive;
100 days pakka annoru like madi;unknown_state;
Jai appu sir;Positive;
ಸೂಪರ್ ಗುರು ಇನ್ನು ಸ್ವಲ್ಪ ಉಗಿರಿ ಟಿಕ್ ಟಾಕ್ ಮಾಡೋರ್ಗೆ;Negative;
Supper i love my kannada ...;Positive;
Yen song guru...benki #ASN;Positive;
Super song;Positive;
Benki guru ninu;Positive;
Ajaneesh ka music kuch hatke hain;not-Kannada;
@shiva prakash en guru ninn problem uu;Negative;
Bucket fans like here;Mixed_feelings;
I love to learn Kannada languagenI love to speak in KannadanBecause I'm from KarnatakanKunda nagree Karnataka;unknown_state;
ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ;Positive;
@d boss mania Kaili aagde iro shandru mai paruchkotave nnadak naav tale kedskolalla nndagar na nam karnataka dalle yavangu gottilla inna other state;Negative;
@Muniraj Munira nice   songs;not-Kannada;
Anjali Devi hii;not-Kannada;
Yes sir....I too join;unknown_state;
Bhai Main Kabhi Aisa video Nahi Dekha Kisi movie mein;Negative;
Next level quality;Positive;
ಮಸ್ತ ತೊಗರಿ ತಿಫ್ಪ;Positive;
Nimge edu funny ansutha;Negative;
ಏಳನೇ ದಿನ ಕೇಳ್ತಾ ಇದ್ದೇನೆ;Positive;
Super movie especially last 30 mins;Positive;
Diya..... idond name alla;Negative;
@Nandi Parthasarathi 🤘ಉರ್ಕೊಂಡು ಊರ ಬಿದ್ದರು ಅಂದ್ರೆ🤫🤫 ತಿಕ ಕುಡ್ಕೊಂಡು ಕಾಮೆಂಟ್ ಮಾಡಕ್ ಬಂದಿದ್ದೀರಾ🤣🤣;Negative;
Ondu trailer cut madak saryag baralla.trailet nodokke kasta agthide;Negative;
Supperb Anna masth agi vedio madidhira;Positive;
@Vishal Shetty ಲೊ ಯಾರೋ ನಂದಿನಿ...... ಒನ್ ಲೀಟರ್ ಹಾಲು ಕೊಡ್ತಾಳ;Negative;
Super boss I like it;not-Kannada;
ಗುರುವೇ ಅದು GTA5 pubg ಅಲ್ಲ;Mixed_feelings;
I love you jentalman  move;not-Kannada;
Hands up avathara;Positive;
E jana thav sathru kuda Tiktok na mathra uninstall madola ansuthe 🤦 kelsa ildhe showoff goskara tiktok madi china davrna belstisdre jothege tham mana maryade na halmadkotidare thu en jananappa ige roast madi bro tiktok madorgella.;Negative;
Movie supper sir;Positive;
Super super super;not-Kannada;
ಜೈ ಭುವನೇಶ್ವರಿ 🤗;Positive;
Yes it's true;not-Kannada;
ಸ್ವಾಭಿಮಾನಿ ಶಂಕರ;Positive;
@WIND MOTOUR ಹಸಿರುವಾಸಿ 🤣🤣🤣;Mixed_feelings;
ತೊಗರಿ ತಿಪ್ಪ ಹಾಸ್ಯ ಚಟಾಕಿ ಸುಪರ್;Positive;
ಸಿನೆಮಾ ವೃತ್ತಿ ನಂಬಿ ಬರಬೇಡಿ;Mixed_feelings;
ಭಾರತದ ಗಡಿಗೆ ಅವನನ್ನೇ ಕಳುಹಿಸಿ ನಿಲ್ಲಿಸಲಿ ಇದ್ದವನು;Positive;
Superb pakka pan India movie aguthe;Positive;
Gentleman nodi bro;Mixed_feelings;
ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ;Positive;
ಸೂಪರ್ ಗುರು ಲಾಸ್ಟ್ ಅಲ್ಲಿ ಹೇಳಿದ್ರಲ್ಲ ತಿಕ ಹೊಡಿಯೋ ದೇವ್ರು ನಾ ಕಟ್ಕೊಂಡಿದಾರೆ ಅಂತ 100% ನಿಜ ಸೂಪರ್;Mixed_feelings;
ನಾವೆಲ್ಲಾ ಕನ್ನಡಿಗರು nPlease nಇಲ್ಲಿ nಗಟ್ಟ ದ ಮೇಲಿನವರು nಗಟ್ಟದ ಕೆಳಗಿನವರು nಕರಾವಳಿಯವರು nಉತ್ತರಕನ್ನಡದವರು nಉತ್ತರಕರ್ನಾಟಕದವರು nಹಳೇಮೈಸೂರಿನವರು nಮಂಡ್ಯದವರುnಬೆಂಗಳೂರಿಗರು nಮೈಸೂರಿನ ವರು nಕೊಡಗಿನವರು nಕುಂದಾಪುರದಕಡೆ ಜನ nಹೀಗೆ nಯಾಕೆ ಇಬ್ಬಾಗ ಮಾಡಿ ನೋಡ್ತೀವಿ nಬೇಡ ಈ ರೀತಿ ನೋಡದೇ nನಾವೆಲ್ಲಾ ಕರುನಾಡುnಕರ್ನಾಟಕದ ಮಕ್ಕಳು ಅಂತ ಯಾಕೆ ನೋಡಬಾರದು nPlease nನಾವೆಲ್ಲಾ ಈ ಮಣ್ಣಿನ ಮಕ್ಕಳು nಅವರೆಲ್ಲಾ ಈ ಮಣ್ಣಿನ ಹಿರಮೆಯನ್ನ ಮೇಲ್ಮಟ್ಟ ಕ್ಕೆ ಕೊಂಡೊಯ್ಯ್ದವರು .nಹಾಗೆ ನಾವ್ ನೀವ್ ಎಲ್ಲಾ ಒಟ್ಟು ಕೂಡಿ ಕರ್ನಾಟಕದ ಗರಿಮೆಯನ್ನ ಇನ್ನ ಎತ್ತರಕ್ಕೆ ಕೊಂಡೋಯ್ಯಣ nನಾವ್ ಕನ್ನಡಿಗರು nನಾವ್ ಭಾರತೀಯ ರು nnನಮಸ್ಕಾರ;Positive;
Bhimsen Baburao Waghe Bhimsen;not-Kannada;
ಮಿಂಡರಿಗುಟ್ಟಿದೊನೆ. ನಿನ್ನ. ಮಾತೆ.   ಹೆಚ್ಚಾಯಿತಲ್ಲೋ;Mixed_feelings;
@Nandi Parthasarathi mars venus inda bartira;Mixed_feelings;
Super sir;not-Kannada;
Sir Nimage olleyadaagali;Positive;
Kannada promotion beda.. Kannadigaru nimmana gellistare;Positive;
Yakri janagalna dari tapso kelsa madtira;Negative;
Idu remake alla kanappa;Mixed_feelings;
Super rakshit shetty film song;Positive;
ನಮ್ಮ ಕನ್ನಡnನಮ್ಮ ಹೀರೋnನಮ್ಮ ಹೆಮ್ಮೆnಸೂಪರ್ nವಿಷ್ಣು ದಾದ ಅಭಿಮಾನಿ ಗಳು;Positive;
Hindi me kab release karo ge;not-Kannada;
ಡಿ ಬಾಸ್ ಅಭಿಮಾನಿಗಳಿಂದ nಶುಭ ಆರೈಕೆ;Positive;
ರಿಕ್ಕಿ ಬಾಸ್ ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರ.ಹಾಗೆಯೇ ಈ ಶ್ರೀಮನ್ನಾರಾಯಣನಾಗಲಿ ಗಗನದಲಿ ಲಾಂಛನ.;Positive;
Yes tats y salman Khan;unknown_state;
Estu dena yelli eddru guru e music director nSuper duper music;Positive;
Super ulti song;unknown_state;
VERY VERY SUPER SONG;not-Kannada;
igun kaldalli 60 years badkodhe kasta 5000 varsa irtara yakro janara inocentna use madkotira;Negative;
Likes goskara yaakro prathi video nallu d boss fans;Negative;
ಸ್ಪಷ್ಟವಾದ  ಕನ್ನಡ;Positive;
Nin tula malanaleya asvat nama avru yar kanigu kanskalake esta padala akaamat kandru noddavru ale satogtare antadrali avne band docter baklu badudnante nin avunmakanleua hogi nin anta gandu galge hog helu kate na;Negative;
Love from karnataka;Positive;
Tik tok mad suli makkalige chppali ach hodri sulimakkaliga and ladies fast chuthu sulimakkalu;Negative;
Awesome song .;Positive;
Paramvah Music inn;unknown_state;
Ayyo guru... Yelli tanka jana moodnambke bidalvo alli tanka inta shatnayakru useless videos haktane irrtare guru.nMahabharata tumba olle moral story. Jeevanakke bekagiro tumba paata ide idralli. Adunella use madkondu olle jeevna madbeku aste.;Mixed_feelings;
Lots love from kannadigas;Positive;
Super song bro;not-Kannada;
Ninyavaga hindi li nodidiyappa?? Swalpa link share madu??;unknown_state;
ಯುದ್ಧ ಮಾಡಬೇಕು ಓದಬಾರದುnಕಟುಕರ ಮುಂದೆ ಭಗವದ್ಗೀತೆ.... nnಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರ ರಕ್ಷಿತ್ ಅವರದ್ದು...;Positive;
Yayayayayayay hitt songgg;not-Kannada;
O my god supero super;not-Kannada;
Aagle tv li haaaktidaaralla guru.....;Negative;
Bindu gowda  ನಿನಗೆ ಹೇಳ್ತಿನಿ ಕೇಳು tiktok ಮಾಲೀಕ ನಿಂಮತವರಿಗೆ ಅಂತಾನೆ ಈ app ಮಾಡಿದ್ದಾನೆ ಕೆಲಸ ಇಲ್ಲದೆ ಕಾಲಿ ಇರೋರಿಗೆ ಅಂತ ನಮ್ಮ ದೇಶಕ್ಕೊಸ್ಕರ ಒಂದ app delete ಮಾಡೋಕೆ ಆಗಲ್ಲ ಅಂದ್ರೆ ನಿನಗೆ ತೂ;Negative;
@Nandi Parthasarathi ಎಷ್ಟು ರೇಟು ಒಂದು ರಾತ್ರಿ ಬ ಸಾಕು;Negative;
ಇವರ ಸಿನಿಮಾದಲ್ಲಿ ಸಂಸ್ಕೃತಿ ಎದ್ದು ಕಾಣುತ್ತೆ;Positive;
Hands Upn Tamil Nadu;Positive;
ನಿಜಕ್ಕೂ ಇದು ಚರಿತ್ರೆ  ಸೃಷ್ಟಿಸೊ ಅವತಾರ;Positive;
ಸೂಪರ್ ಸೂಪರ್ ಸೂಪರ್;Positive;
Guru ninge like beku andre kelu Kodthare adu bitu thandidabeda;Negative;
Ho guru adu pubg alla  adu yav game antha modlu thilko ninu;Negative;
ಏನ್ ಸಾಂಗ್ ಗುರು ಮಸ್ತ್...;Positive;
ಯಾದಗಿರಿ ಜಿಲ್ಲಾ ಶಾಪುರ್ ತಾಲ್ಲೂಕು ಡಿ ಬಾಸ್ ಅಭಿಮಾನಿಗಳು   ಕಡೆಯಿಂದ ಪ್ರಜ್ವಲ್ ದೇವರಾಜ್ ಮೂವಿ ಜೆಂಟಲ್ಮ್ಯಾನ್ all theಬೆಸ್ಟ್ ಸೂಪರ್ ಟ್ರೈಲರ್;Positive;
Copy dub movie;Negative;
Yelru onde hindu Muslim anta dived madbedi;Mixed_feelings;
@Praveen Kumar ನೀನಮ್ಮನ್ ಯಾಕೋ ಗಾಂಡು ತಿಕ್ ಊರಿನ;unknown_state;
Super Hands up;Positive;
2k dislikes rashmika maandanna fanss;Negative;
Samaj mai kuch nahi aaya I am from maharashtra par majaa aa gaya ..hero kaafi talented hai;not-Kannada;
ಪಕ್ಕಾ correct ಆಗಿ ಹೇಳಿದಿರಿ  ಅಣ್ಣ;Positive;
Suspen movie prajaval;Positive;
ಟ್ರೈಲರ್ ತುಣುಕೇನೋ ಸಕ್ಕತ್ತಾಗಿದೆ       ಒಳ್ಳೇದಾಗ್ಲಿ ಚಿತ್ರ ತಂಡಕ್ಕೆ;Positive;
Avanilade enu illa ee bhoomimele;Positive;
Ivrantu un install madalla sulemaklu. Avrna following madtiro nayigalige buddi barbeku modlu. Nam India dalliro inta nayigala kathe ne istu deshad bagge yenadru gottidre tane. Tiktok nalli bandu motivation helo ivlige deshad bagge keladre yenu gottiralla guru ivakke. Avar maneli bodig bittidare avalna navadru enmadokagatte;Negative;
qdvfs67tr-' 9;not-Kannada;
supe togari tippa;Positive;
movie was legendary. ninu itihasa baryoke bandirodu maga. kannada indutry history baredre eradu part irutte ondu rakshit baroku munche mattondu rakshit  bandadmele;Positive;
Namm uttar karnataka style..... nMastha Mastha huliii;Positive;
Only guru randhawa;unknown_state;
@Syed Akbar yes bro;Mixed_feelings;
ಎನ್ making ಗುರು;unknown_state;
ಪ್ರಜಾಪ್ರಭುತ್ವದಲ್ಲಿ ಬ್ರಿಟನ್ ರಾಣಿ ಉಳಿಸಿಕೊಂಡರು;Positive;
Well said bro;not-Kannada;
Super Anna full gicha gili gili;Positive;
baari ugadiddira bro .......full support nimage;Mixed_feelings;
Thuu nachike annodhe elwa yella vishaya galu bare joke madkonde erthiralla ... loo change aagro ennu time edhe;Negative;
Ashwath ge Ashwathe saati nAntha Mahaan Natarige Nanndondu Doodda Salaam;Positive;
ಸಾರ್ ಅಶ್ವತ್ಥ್ ಅಪ್ಪಾಜೀ ಅಂತಹ ತಂದೆಯವರನ್ನು ಪಡೆದ ನೀವು ಧನ್ಯರು;Positive;
All d best frm appu boys;Positive;
Kannada nadu only;Positive;
ಡಿ ಬಾಸ್ ಫ್ಯಾನ್ಸ್ ಕಡೆಯಿಂದ ಆಲ್ ದ ಬೆಸ್ಟ್ ಮೂವಿ;Positive;
avarige belesidorna thuliyodhu gottilla anda star patta bandamele friends na mariyodhu gottilla;Positive;
@Nandi Parthasarathi adu oscar ascar alla..🤣 graphics ge pakka oscar kodtare🤣;Negative;
Tiktok mado gaandu s.. maklu;Negative;
We want grow Kannada industry;not-Kannada;
ಭಾರತದ ಮೊದಲ ಪ್ರಮುಖ ಪಿಡುಗು ಭ್ರಷ್ಟಾಚಾರ ಭಾರತದಲ್ಲಿ ಭ್ರಷ್ಟಚಾರ ಯಾವಾಗ ನಿರ್ಮೂಲನೆಯಾಗುತ್ತದೆ ಅವಾಗ ಮಾತ್ರ ಭಾರತ ಪ್ರಪಂಚದ ಶಕ್ತಿಶಾಲಿ ಸೂಪರ್ ಪವರ್ ರಾಷ್ಟ್ರವಾಗಿ ರೂಪುಗೊಳ್ಳುತ್ತದೆ;Positive;
En guru nin line's galu super agi helidiyaa bidu;Positive;
Very good dr;Positive;
D. Boss abhimani kadeyinda;unknown_state;
ರಕ್ಷಿತ್  ಶೆಟ್ಟಿ  ಸೈಲೆಂಟ್  ಕಿಲ್ಲರ್;Positive;
13k dislikes frm jealous bollywood fans;Negative;
Hands up anta kottaddu yella language li onde title irli anta...yar opputtiri  illi like madi...;Positive;
Superb bro ur righttiktokers ge sariyag heliddira;Positive;
Amazing song;Positive;
ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ;Positive;
ಬೆಂಕಿ ಗುರು ಸೂಪರ್;Positive;
ಗುಡ್ ಮೆಸೇಜ್  ಸರ್;Positive;
325K+ likes;not-Kannada;
3ಮಿಲಿಯನ್ ಆದಮೇಲೆ ಯಾರು  ನೋಡ್ತಾ ಇದ್ದೀರಾ;Mixed_feelings;
Nanu nodhidhini uttar Pradesh forest;unknown_state;
Guru nin voice en guru adu ha ha bombat__ series agi ond heltini nanage enadru nim videos inda nakku nakku hotte novu bandre neeve javabdari helidini;Mixed_feelings;
Tamil remake nan sigapu manithan;Negative;
ಭಗವಂತ ನಿಮ್ಮನ್ನು  ಮತ್ತು ನಿಮ್ಮ ಕುಟುಂಬವನ್ನು ಸದಾಕಾಲ ಕಾಪಾಡಲಿ.... ಒಳ್ಳೆಯವರಿಗೆ ಒಳ್ಳೆಯದೇ ಆಗುತ್ತದೆ....;Positive;
@s.g. mathapati k;Mixed_feelings;
He is like NTR nNTR FANS SUPPORT HIM ALWAYS nRIKSHT SHETTY AWESOME;not-Kannada;
Super bro nSakattag helidri;Positive;
ಸರ್ ಅದು ಗೆದ್ದೇ;Positive;
Hiryaru manyaga heltidru;unknown_state;
ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೊ ಅವತಾರ;Positive;
1.4k dislikes from rashmika fans may be ...;Negative;
Edu charitre srustiso song guru;Positive;
Jai D Boss;unknown_state;
ಪ್ರಜ್ವಲ್ ದೇವರಾಜ್ ಈ ಸಿನಿಮಾ ನಿನ್ನ ಜೀವನದ ಅತ್ಯದ್ಭುತ ಚಿತ್ರ ಗಳಲ್ಲಿ ಒಂದು ಆಗುತ್ತೆ ಮುಂದೆ ಒಳ್ಳೆ ಕಥೆ ಗಳೂ ಮಾಡು;Positive;
anna sakatagi matadidya  i like you  anna;Positive;
Super bro Sakkathagide bro;Positive;
ನನಗೆ ಯಾದಿ ಮೇ ಶಾದಿ  ಕ್ಯಾಸೆಟ್ ಹಾಡುಗಳು ಬೇಕಾಗಿವೆ;unknown_state;
Superb movie ರಕ್ಷಿತ್ Sir;Positive;
ಬ್ರೂ ಯೂಟ್ಯೂಬ್ ಯಾ ದೇಶಕ್ಕೆ ಸೇರಿದ್ದು ಅಂತ ಗೊತ್ತಿಲ್ಲ  ಅದರ ಬಗ್ಗೆ ಮಾಹಿತಿ ತಿಳಿಸಿಕೊಡಿ;Positive;
Tyrion Lannister spotted 3;Mixed_feelings;
Edellaa aagabeku andre PRAJAKIYA aadalitakke barabeku;Positive;
ನಿಜವಾಗಿಯೂ ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರ.. ಹ್ಯಾಟ್ಸ್ ಆಫ್ ನಾರಾಯಣ;Positive;
ಕೆ ಜಿ ಎ ಪ್ ಮುಗಿದ ಮಾೄಲ ಇದ  ಕನಡದ ಛರಿತ್ರೇ ಸಿನಿಮಾ;Positive;
Trailer nalle full story gottagbidttu...trailer bere tara try madbekittu;Negative;
Super movie in kannad film industry;Positive;
Hindi dubbed movie download link hd;unknown_state;
Howduu actually eee video nodakku munche Indaanu  nange ide reethi tumbaa saari hagu pade pade yeshto baari kansu beeltittu heege obbaa vyakti Shiva devastana hatra irtane naanu devastaaana dinda aache baruvaga nanna hatra idid bilpatre na keltane but duddu maatra eeskolala but hieght agirtare tanned skin tone forehead poorthi gaaya agirutte but full body ashtaag kansalli gottagallaa but ivatt eee video nodid mele mostly avre irbeku antha anstu;Positive;
Super rakshit shetti ajanish;Positive;
Super guru continue;Positive;
ಸೂಪರ್ ಸರ್ ಈ ಸಾಂಗ್ ನನಿಗಂತೂ ತುಂಬ ಈ ಆಡು ದಿಫ್ಫ್ರೆಂಟ್ ಅಂತ ಅನಿಸಿದರೆ ನನ್  ಫೇವರೆಟ್ ಸಾಂಗ್ ಆಗಿದೆ ಕಣ್ರೀ. ವಿಜಯ್ ಪ್ರಕಾಶ್ ಸರ್ ವಾಯ್ಸ್ please more then peples watch this song super ಅವನೇ ಶ್ರೀಮನ್ನಾರಾಯಣ. ಇಷ್ಟ ಆದ್ರೆ ಲೈಕ್ ಮಾಡಿ. ಇಷ್ಟ ಆಗಲಿಲ್ಲವಾ ಸುಮ್ನೆ ಕುತ್ಕೊಳ್ಳಿ ಯಾಕ್ ಸುಮ್ನೆ  ಡಿಸ್ ಲೈಕ್ ಮಾಡ್ತೀರ;Positive;
Ulti music and signature step;Positive;
@prithvi nayak ನಿನ್ ತುಲ್ಲು ವಾಸ್ನಿ;Negative;
ಇವ್ನಿಗೆ sensorನಲ್ಲಿ UA certificate ಸಿಕ್ಕಿತು ಅದಕ್ಕೆ ಈಗ everybody HANDS UP;Positive;
Nijvaglu e song kelthidre kushyaguthe;Positive;
But  movie  superb;Positive;
ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೊ ಸಿನಿಮಾn1st day 1st show  booked;Positive;
ದೇಶ ಪ್ರೇಮಿಗಳೆ ದಯವಿಟ್ಟು ಚೈನಾ app ಗಳನ್ನು ಬಳಸಬೇಡಿnವೀರಮರಣವನ್ನಪ್ಪಿದ ನಮ್ಮದೇಶದ ಸೈನಿಕರ ಪ್ರಾಣಕ್ಕೋಸ್ಕರ ಈ ಕೆಲಸ ಮಾಡೋಣnಜೈ ಹಿಂದ್;Positive;
🤔🤔🤔 hello thamma navu unity maintain madthivi aithu thorskolo avyashyakathe namgila nin CMT nodid kudle yavan avr fanism bidkodala 🤣🤣 nin kano doddu sede nan maga;Negative;
@Nandi Parthasarathi ನಿನ್ ತುಲ್ಲುತುಮುಕೂರು ಹೈವೇ ಅಲ್ಲಿ ಎಲ್ಲಿ ಹೇಳೋ ಮಿಂಡ್ರಿಕೆ;Negative;
Ennik kerala istam love from mangalore;not-Kannada;
Edu edu kannada industry... Olle kalavidrige;Positive;
Belagavi dag release madro #diya....;Positive;
Ta bro your ginias;not-Kannada;
Super Anna Jai D boss;Positive;
ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ;Positive;
Jai d boss;Positive;
ಹೊಸ ಪ್ರಯೋಗ ಯಶಸ್ಸು ಸಿಗಲಿ.;Positive;
ಸೂಪರ್ ಆಗಿ ಹೇಳಿದೀಯಾ ಬ್ರದರ್;Positive;
ಸಂದರವಾದ ಕಲ್ಪನೆಯ ಕಥೆ 'ತೊಗರಿ ತಿಪ್ಪ';Positive;
Krishna mosake.....Karna.. Duryodana.. marana ondidaru... Avaranu solesalu.. pandavarige sadyane Ella....;Negative;
ಸರ್ ನಿಮಗೆ ಹೊರಗೊಂದು ಒಳಗೊಂದು ಮಾತನಾಡುವ ಯಾವುದೇ ಒಂದು ನೇರ ನಿಷ್ಟುರವಾಗಿ ಮಾತನಾಡುತ್ತೀರಿ ಆದುದರಿಂದ ಒಂದು ಕಡೆ ನಿಮ್ಮ ಮನಸ್ಸಿಗೆ ನೆಮ್ಮದಿ ಅನಿಸಿದರೂ ನಿಮ್ಮ ತಂದೆಯವರು ಮೊದಲನೆಯ ದರ್ಜೆ ಚಿತ್ರ ನಟರಾಗಿ ಅಭಿನಯಿಸುತ್ತಾರೆ ಆದರೆ ಇವತ್ತಿನ ತಳುಕು ಬಳಕಿನ ಅಭಿನಯಗಳು ಹುಚ್ಚುಹುಚ್ಚಾಗಿ ಡಬಲ್ ಮೀನಿಂಗ್ ಮಾತುಗಳು ಹೆಚ್ಚಾಗಿವೆ ತಾವು ತಮ್ಮತನವನ್ನು ಉಳಿಸಿಕೊಂಡು ತಂದೆಯವರ ಅನುಕರಿಸಿ ಜೀವನವನ್ನು ನಡೆಸುತ್ತಿದ್ದೀರಿ ಗೌರವನಟರಾಗಿ ಒಳ್ಳೆಯತನವನ್ನು ಉಳಿಸಿಕೊಂಡು ನಿಮ್ಮ ತಂದೆ ಅವರಾಗಲಿ ನೀವಾಗಲಿ ಕಲೆಗೆ ಬೆಲೆಯನ್ನು ಅಪೇಕ್ಷ ಪಡೆದೆ ಪಾರದರ್ಶಕತೆ ಯಲ್ಲಿ ತಾವು ಅಭಿನಯವನ್ನು ಮಾಡುತ್ತಾ ಬಂದಿರುತ್ತೀರಿ ಒಂದು ಒಂದೊಂದು ಸಲ ನಿಮ್ಮ ಸಾತ್ವಿಕತೆ ಗೆ ಆರ್ಥಿಕವಾದ ಹಿಂಜರಿತ ನಿಮ್ಮ ಮನಸ್ಸಿಗೆ ನೋವನ್ನುಂಟು ಮಾಡುತ್ತದೆ ಎಲ್ಲವೂ ಮಣ್ಣು ಇಲ್ಲಿಂದಲೇ ಬಂದು ಇಲ್ಲಿಗೆ ಹೋಗುವುದು ಆತ್ಮಸ್ಥೈರ್ಯವನ್ನು ತಂದುಕೊಳ್ಳಿ ಇಲ್ಲಿ ಆತ್ಮವಿಲ್ಲದ ಪ್ರೇತಾತ್ಮ ರಂತೆ ಬದುಕುತ್ತಿದ್ದಾರೆ ಯಾವುದು ಶಾಶ್ವತವಲ್ಲ ಆತ್ಮನು ಶಾಶ್ವತನಾ ಇದನ್ನ ಶ್ರೀಕೃಷ್ಣನು ಭಗವದ್ಗೀತೆ ಯಲ್ಲಿ ಹೇಳಿದ್ದಾನೆ;Mixed_feelings;
Yenri sullu heltira fake fake fake fake fake;Negative;
ಖಂಡಿತ ಮಾಡೋಣ bro;unknown_state;
Sanskrit language bro....;unknown_state;
Dubbing madidare song agodilaa 100 million;unknown_state;
@sangeetha.k. chinnu ಶೋ ಕಚಡಾ ಇಲ್ಲರಿ ಜನ ಹಂಗ ಬರತಾರ;Negative;
