,Unnamed: 0,Sentiment,Cross_Lingual_Text,Processed_text,Translated_text,FULL_kannada
5912,5912,0,@Nandi Parthasarathi gaandu Sule magne hogi bucket du gaygf nodu adu bittu illi dboss annnabeda cheeti kalla fan,Nandi Parthasarathi gaandu Sule magne hogi bucket du gaygf nodu adu bittu illi dboss annnabeda cheeti kalla fan,ನಂದಿ ಪಾರ್ಥಸಾರಥಿ ಗಾಂಡು ಸೂಳೆ ಮಗನೆ ಹೋಗಿ ಬಕೆಟ್ ದು ಗಯ್ಗ್ಫ್ ನೋಡು ಅದು ಬಿಟ್ಟು ಇಲ್ಲಿ ಡಿಬಾಸ್ ಅಂನ್ನಬೇಡ ಚೀಟಿ ಕಳ್ಳ ಫ್ಯಾನ್,ನಂದಿ ಪಾರ್ಥಸಾರಥಿ ಗಾಂಡು ಸೂಳೆ ಮಗನೆ ಹೋಗಿ ಬಕೆಟ್ ದು ಗಯ್ಗ್ಫ್ ನೋಡು ಅದು ಬಿಟ್ಟು ಇಲ್ಲಿ ಡಿಬಾಸ್ ಅಂನ್ನಬೇಡ ಚೀಟಿ ಕಳ್ಳ ಫ್ಯಾನ್
5913,5913,0,@Nandi Parthasarathi hogo sede gayash gojjekesari released in nayimari tunne,Nandi Parthasarathi hogo sede gayash gojjekesari released in nayimari tunne,ನಂದಿ ಪಾರ್ಥಸಾರಥಿ ಹೋಗೋ ಸೇವೆ ಗಾಯಷ್ ಗೋಜ್ಜೆಕೇಸರಿ ರೆಲೆಅಸೆಡ್ ಇನ್ ನಾಯಿಮರಿ ತುಣ್ಣೆ,ನಂದಿ ಪಾರ್ಥಸಾರಥಿ ಹೋಗೋ ಸೇವೆ ಗಾಯಷ್ ಗೋಜ್ಜೆಕೇಸರಿ ರೆಲೆಅಸೆಡ್ ಇನ್ ನಾಯಿಮರಿ ತುಣ್ಣೆ
5914,5914,0,@Nandi Parthasarathi nimma yashini boobs gojjekesari acting ge Oscar award fix,Nandi Parthasarathi nimma yashini boobs gojjekesari acting ge Oscar award fix,ನಂದಿ ಪಾರ್ಥಸಾರಥಿ ನಿಮ್ಮ ಯಶಿನಿ ಬೂಬ್ಸ್ ಗೋಜ್ಜೆಕೇಸರಿ ಆಕ್ಟಿಂಗ್ ಗೆ ಆಸ್ಕರ್ ಅವಾರ್ಡ್ ಫಿಕ್ಸ್,ನಂದಿ ಪಾರ್ಥಸಾರಥಿ ನಿಮ್ಮ ಯಶಿನಿ ಬೂಬ್ಸ್ ಗೋಜ್ಜೆಕೇಸರಿ ಆಕ್ಟಿಂಗ್ ಗೆ ಆಸ್ಕರ್ ಅವಾರ್ಡ್ ಫಿಕ್ಸ್
5915,5915,0,@Nandi Parthasarathi illa kgfuck aythu,Nandi Parthasarathi illa kgfuck aythu,ನಂದಿ ಪಾರ್ಥಸಾರಥಿ ಇಲ್ಲ ಕ್ಗ್ಫುಕ್ ಆಯಿತು,ನಂದಿ ಪಾರ್ಥಸಾರಥಿ ಇಲ್ಲ ಕ್ಗ್ಫುಕ್ ಆಯಿತು
5916,5916,0,@MOVIES BOX innu baiko..... naan yen avn fan alla🤣.... avn film fan ashte,MOVIES BOX innu baiko naan yen avn fan alla avn film fan ashte,ಮೂವೀಸ್ ಬಾಕ್ಸ್ ಇನ್ನು ಬೈಕೋ ನಾನ್ ಏನ್ ಅವ್ನ್ ಫ್ಯಾನ್ ಅಲ್ಲ ಅವ್ನ್ ಫಿಲಂ ಫ್ಯಾನ್ ಅಷ್ಟೇ,ಮೂವೀಸ್ ಬಾಕ್ಸ್ ಇನ್ನು ಬೈಕೋ ನಾನ್ ಏನ್ ಅವ್ನ್ ಫ್ಯಾನ್ ಅಲ್ಲ ಅವ್ನ್ ಫಿಲಂ ಫ್ಯಾನ್ ಅಷ್ಟೇ
5917,5917,0,@Nandi Parthasarathi gottu Neenu cheeti tulla fan antha change madbeda,Nandi Parthasarathi gottu Neenu cheeti tulla fan antha change madbeda,ನಂದಿ ಪಾರ್ಥಸಾರಥಿ ಗೊತ್ತು ನೀನು ಚೀಟಿ ತುಲ್ಲ ಫ್ಯಾನ್ ಅಂತ ಚೇಂಜ್ ಮಾಡ್ಬೇಡ,ನಂದಿ ಪಾರ್ಥಸಾರಥಿ ಗೊತ್ತು ನೀನು ಚೀಟಿ ತುಲ್ಲ ಫ್ಯಾನ್ ಅಂತ ಚೇಂಜ್ ಮಾಡ್ಬೇಡ
5918,5918,0,@Chirag CHIRU le child chapati gala..... artha maadkolli..... film chennagidre yaar hero ne irli.... naan nodtini.... nim booos aagli,Chirag CHIRU le child chapati gala artha maadkolli film chennagidre yaar hero ne irli naan nodtini nim booos aagli,ಚಿರಾಗ್ ಚಿರು ಲೇ ಚೈಲ್ಡ್ ಚಪಾತಿ ಗಾಲ ಅರ್ಥ ಮಾಡಿಕೊಳ್ಳಿ ಫಿಲಂ ಚೆನ್ನಾಗಿದ್ರೆ ಯಾರ್ ಹೀರೋ ನೇ ಇರ್ಲಿ ನಾನ್ ನೋಡ್ತಿನಿ ನಿಮ್ ಬೋವ್ಸ್ ಆಗ್ಲಿ,ಚಿರಾಗ್ ಚಿರು ಲೇ ಚೈಲ್ಡ್ ಚಪಾತಿ ಗಾಲ ಅರ್ಥ ಮಾಡಿಕೊಳ್ಳಿ ಫಿಲಂ ಚೆನ್ನಾಗಿದ್ರೆ ಯಾರ್ ಹೀರೋ ನೇ ಇರ್ಲಿ ನಾನ್ ನೋಡ್ತಿನಿ ನಿಮ್ ಬೋವ್ಸ್ ಆಗ್ಲಿ
5919,5919,2,ಅವನೇ ಶ್ರೀಮನ್ ನಾರಾಯಣ,ಅವನೇ ಶ್ರೀಮನ್ ನಾರಾಯಣ,ಅವನೇ ಶ್ರೀಮನ್ ನಾರಾಯಣ,ಅವನೇ ಶ್ರೀಮನ್ ನಾರಾಯಣ
5920,5920,1,Spr hero raksitsetty sir,Spr hero raksitsetty sir,ಸ್ಪ್ರ್ ಹೀರೋ ರಕ್ಷಿತ್ಸೆಟ್ಟಿ ಸರ್,ಸ್ಪ್ರ್ ಹೀರೋ ರಕ್ಷಿತ್ಸೆಟ್ಟಿ ಸರ್
5921,5921,2,@Nandi Parthasarathi yar kandha ninu,Nandi Parthasarathi yar kandha ninu,ನಂದಿ ಪಾರ್ಥಸಾರಥಿ ಯಾರ್ ಕಂಧ ನೀನು,ನಂದಿ ಪಾರ್ಥಸಾರಥಿ ಯಾರ್ ಕಂಧ ನೀನು
5922,5922,0,@Nandi Parthasarathi hogo gaandu.. Hengsr hesr itkondidiyallo chakka.,Nandi Parthasarathi hogo gaandu Hengsr hesr itkondidiyallo chakka,ನಂದಿ ಪಾರ್ಥಸಾರಥಿ ಹೋಗೋ ಗಾಂಡು ಹೆಂಗ್ಸ್ರ್ ಹೆಸ್ರ್ ಇಟ್ಕೊಂಡಿದೀಯಲ್ಲೋ ಚಕ್ಕ,ನಂದಿ ಪಾರ್ಥಸಾರಥಿ ಹೋಗೋ ಗಾಂಡು ಹೆಂಗ್ಸ್ರ್ ಹೆಸ್ರ್ ಇಟ್ಕೊಂಡಿದೀಯಲ್ಲೋ ಚಕ್ಕ
5923,5923,0,@Nandi Parthasarathi chakka ansuthe ninu . gaandu soolemagne,Nandi Parthasarathi chakka ansuthe ninu gaandu soolemagne,ನಂದಿ ಪಾರ್ಥಸಾರಥಿ ಚಕ್ಕ ಅನ್ಸುತ್ತೆ ನೀನು ಗಾಂಡು ಸೂಳೆಮಗ್ನೇ,ನಂದಿ ಪಾರ್ಥಸಾರಥಿ ಚಕ್ಕ ಅನ್ಸುತ್ತೆ ನೀನು ಗಾಂಡು ಸೂಳೆಮಗ್ನೇ
5924,5924,0,@Nandi Parthasarathi adu oscar ascar alla..🤣 graphics ge pakka oscar kodtare🤣,Nandi Parthasarathi adu oscar ascar alla graphics ge pakka oscar kodtare,ನಂದಿ ಪಾರ್ಥಸಾರಥಿ ಅದು ಆಸ್ಕರ್ ಅಸ್ಕ್ಯಾರ್ ಅಲ್ಲ ಗ್ರಾಫಿಕ್ಸ್ ಗೆ ಪಕ್ಕ ಆಸ್ಕರ್ ಕೊಡ್ತಾರೆ,ನಂದಿ ಪಾರ್ಥಸಾರಥಿ ಅದು ಆಸ್ಕರ್ ಅಸ್ಕ್ಯಾರ್ ಅಲ್ಲ ಗ್ರಾಫಿಕ್ಸ್ ಗೆ ಪಕ್ಕ ಆಸ್ಕರ್ ಕೊಡ್ತಾರೆ
5925,5925,2,Nandini Parthasarathi ascar just miss n,Nandini Parthasarathi ascar just miss n,ನಂದಿನಿ ಪಾರ್ಥಸಾರಥಿ ಆಸ್ಕರ್ ಕೇವಲ ಮಿಸ್ ಎನ್,ನಂದಿನಿ ಪಾರ್ಥಸಾರಥಿ ಆಸ್ಕರ್ ಕೇವಲ ಮಿಸ್ ಎನ್
5926,5926,0,Alok Khr Nikhil Annan acting ge kodtare,Alok Khr Nikhil Annan acting ge kodtare,ಅಲೋಕ್ ಖಾರ್ ನಿಖಿಲ್ ಅಣ್ಣನ್ ಆಕ್ಟಿಂಗ್ ಗೆ ಕೊಡ್ತಾರೆ,ಅಲೋಕ್ ಖಾರ್ ನಿಖಿಲ್ ಅಣ್ಣನ್ ಆಕ್ಟಿಂಗ್ ಗೆ ಕೊಡ್ತಾರೆ
5927,5927,3,@Nandi Parthasarathi hahaha,Nandi Parthasarathi hahaha,ನಂದಿ ಪಾರ್ಥಸಾರಥಿ ಹ್ಹಾ,ನಂದಿ ಪಾರ್ಥಸಾರಥಿ ಹ್ಹಾ
5928,5928,3,@Madan Kumar super,Madan Kumar super,ಮದನ್ ಕುಮಾರ್ ಸೂಪರ್,ಮದನ್ ಕುಮಾರ್ ಸೂಪರ್
5929,5929,3,@Nandi Parthasarathi,Nandi Parthasarathi,ನಂದಿ ಪಾರ್ಥಸಾರಥಿ,ನಂದಿ ಪಾರ್ಥಸಾರಥಿ
5930,5930,3,@Madan Kumar Mister Modan kumor..... ascar yenu nobal price,Madan Kumar Mister Modan kumor ascar yenu nobal price,ಮದನ್ ಕುಮಾರ್ ಶ್ರೀ ಮದನ್ ಕುಮಾರ್ ಆಸ್ಕರ್ ಜೆನು ನೊಬೆಲ್ ಬೆಲೆ,ಮದನ್ ಕುಮಾರ್ ಶ್ರೀ ಮದನ್ ಕುಮಾರ್ ಆಸ್ಕರ್ ಜೆನು ನೊಬೆಲ್ ಬೆಲೆ
5931,5931,2,@Alok Khr nobal price,Alok Khr nobal price,ಅಲೋಕ್ ಖರ್ ನೋಬಲ್ ಬೆಲೆ,ಅಲೋಕ್ ಖರ್ ನೋಬಲ್ ಬೆಲೆ
5932,5932,3,Nandini Parthasarathi d bass ge jai,Nandini Parthasarathi d bass ge jai,ನಂದಿನಿ ಪಾರ್ಥಸಾರಥಿ ದಾ ಬಸ್ ಜೇ ಜೈ ॥,ನಂದಿನಿ ಪಾರ್ಥಸಾರಥಿ ದಾ ಬಸ್ ಜೇ ಜೈ ॥
5933,5933,0,@Cypher spalling misteek madbardu.... adu D boos,Cypher spalling misteek madbardu adu D boos,ಸಿಫೆರ್ ಸ್ಪಾಲ್ಲಿಂಗ್ ಮಿಸ್ಟೇಕ್ ಮಾಡ್ಬಾರ್ದು ಅದು ದ್ ಬಾಸ್,ಸಿಫೆರ್ ಸ್ಪಾಲ್ಲಿಂಗ್ ಮಿಸ್ಟೇಕ್ ಮಾಡ್ಬಾರ್ದು ಅದು ದ್ ಬಾಸ್
5934,5934,1,Super bro.. Allobba yarigu gottagde hage already gadduge yerikuttidda. nnAvne Srimanarayana,Super bro Allobba yarigu gottagde hage already gadduge yerikuttidda nnAvne Srimanarayana,ಸೂಪರ್ ಬ್ರೋ ಅಲ್ಲೊಬ್ಬ ಯಾರಿಗೂ ಗೊತ್ತಾಗ್ದೇ ಹಾಗೆ ಆಲ್ರೆಡಿ ಗದ್ದುಗೆ ಏರಿಕುತ್ತಿದ್ದ ನ್ನವನೇ ಶ್ರೀಮನಾರಾಯಣ,ಸೂಪರ್ ಬ್ರೋ ಅಲ್ಲೊಬ್ಬ ಯಾರಿಗೂ ಗೊತ್ತಾಗ್ದೇ ಹಾಗೆ ಆಲ್ರೆಡಿ ಗದ್ದುಗೆ ಏರಿಕುತ್ತಿದ್ದ ನ್ನವನೇ ಶ್ರೀಮನಾರಾಯಣ
5935,5935,3,Currect agi helidri sir,Currect agi helidri sir,ಕರೆಕ್ಟ್ ಆಗಿ ಹೇಳಿದ್ರಿ ಸರ್,ಕರೆಕ್ಟ್ ಆಗಿ ಹೇಳಿದ್ರಿ ಸರ್
5936,5936,3,Sahi bola Bhai 🤣🤣🤣,Sahi bola Bhai ,ಚೆನ್ನಾಗಿ ಹೇಳಿದಿರಿ ಸಹೋದರ,ಚೆನ್ನಾಗಿ ಹೇಳಿದಿರಿ ಸಹೋದರ
5937,5937,1,Super agi helidiya guru,Super agi helidiya guru,ಸೂಪರ್ ಆಗಿ ಹೇಳಿದೀಯಾ ಗುರು,ಸೂಪರ್ ಆಗಿ ಹೇಳಿದೀಯಾ ಗುರು
5938,5938,3,Superb  Bro..,Superb Bro,ಅದ್ಭುತ ಬ್ರೋ,ಅದ್ಭುತ ಬ್ರೋ
5939,5939,2,Ean dailag guru,Ean dailag guru,ಹೋಗೋಣ ಗುರು,ಹೋಗೋಣ ಗುರು
5940,5940,2,Love you bro,Love you bro,ಲವ್ ಯು ಬ್ರದರ್,ಲವ್ ಯು ಬ್ರದರ್
5941,5941,2,En helde guru it's true,En helde guru its true,ಮತ್ತು ಗುರುವನ್ನು ಹಿಡಿದಿಟ್ಟುಕೊಳ್ಳುವುದು ನಿಜ,ಮತ್ತು ಗುರುವನ್ನು ಹಿಡಿದಿಟ್ಟುಕೊಳ್ಳುವುದು ನಿಜ
5942,5942,3,By no FBI do,By no FBI do,ಯಾವುದೇ ಎಫ್‌ಬಿಐ ಮಾಡಿಲ್ಲ,ಯಾವುದೇ ಎಫ್‌ಬಿಐ ಮಾಡಿಲ್ಲ
5943,5943,3,@Manjunath mtr in,Manjunath mtr in,ಮಂಜುನಾಥ್ ಎಂ.ಟಿ.ಆರ್,ಮಂಜುನಾಥ್ ಎಂ.ಟಿ.ಆರ್
5945,5945,1,Super song Andre edu,Super song Andre edu,ಸೂಪರ್ ಹಾಡು ಅಂದ್ರೆ ಇದು,ಸೂಪರ್ ಹಾಡು ಅಂದ್ರೆ ಇದು
5946,5946,0,Boring song .....astu power illa....not like KGF,Boring song astu power illanot like KGF,ಕೆಜಿಎಫ್ ನಂತಹ ಬೋರಿಂಗ್ ಹಾಡು ಅಸ್ತು ಪವರ್ ಇಲ್ಲಾನೋ,ಕೆಜಿಎಫ್ ನಂತಹ ಬೋರಿಂಗ್ ಹಾಡು ಅಸ್ತು ಪವರ್ ಇಲ್ಲಾನೋ
5947,5947,0,Ellanu KGF ge yaak compare maadtiyaa guru,Ellanu KGF ge yaak compare maadtiyaa guru,ಎಲ್ಲಾನು ಕ್ಗ್ಫ್ ಗೆ ಯಾಕ್ ಕಂಪರ್ ಮಾಡ್ತಿಯಾ ಗುರು,ಎಲ್ಲಾನು ಕ್ಗ್ಫ್ ಗೆ ಯಾಕ್ ಕಂಪರ್ ಮಾಡ್ತಿಯಾ ಗುರು
5948,5948,1,Benki anna Benki,Benki anna Benki,ಬ್ಯಾಂಕ್ ಅಣ್ಣಾ ಬ್ಯಾಂಕ್,ಬ್ಯಾಂಕ್ ಅಣ್ಣಾ ಬ್ಯಾಂಕ್
5949,5949,0,Lovely gichhi kyaka chindi,Lovely gichhi kyaka chindi,ಲವ್ಲಿ ಗಿಚಿ ಕಿಕಾ ಚಿಡಿ,ಲವ್ಲಿ ಗಿಚಿ ಕಿಕಾ ಚಿಡಿ
5950,5950,1,Namma shetty hava shuru,Namma shetty hava shuru,ನಮ್ಮ ಶೆಟ್ಟಿ ಹವಾ ಶುರು,ನಮ್ಮ ಶೆಟ್ಟಿ ಹವಾ ಶುರು
5951,5951,1,ಖಂಡಿತ ಹೌದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸುತ್ತದೆ  100%,ಖಂಡಿತ ಹೌದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸುತ್ತದೆ 100,ಖಂಡಿತ ಹೌದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸುತ್ತದೆ 100,ಖಂಡಿತ ಹೌದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸುತ್ತದೆ 100
5952,5952,1,Kannada badhiki bandhantaitu,Kannada badhiki bandhantaitu,ಕನ್ನಡ ಬಾಧಿಕಿ ಬಂದಂತಾಯಿತು,ಕನ್ನಡ ಬಾಧಿಕಿ ಬಂದಂತಾಯಿತು
5953,5953,1,ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರ......🤙🤙,ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರ,ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರ,ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರ
5957,5957,1,Enta super song,Enta super song,ಸೂಪರ್ ಹಾಡು ನಮೂದಿಸಿ,ಸೂಪರ್ ಹಾಡು ನಮೂದಿಸಿ
5958,5958,1,ಹ್ಯಾಂಡ್ಸ್ ಅಪ್ ಇದು ಅನವರತ....,ಹ್ಯಾಂಡ್ಸ್ ಅಪ್ ಇದು ಅನವರತ,ಹ್ಯಾಂಡ್ಸ್ ಅಪ್ ಇದು ಅನವರತ,ಹ್ಯಾಂಡ್ಸ್ ಅಪ್ ಇದು ಅನವರತ
5959,5959,2,@Ajaya shetty sari bidi,Ajaya shetty sari bidi,ಅಜಯ್ ಶೆಟ್ಟಿ ಸೀರೆ ಬಿಡಿ,ಅಜಯ್ ಶೆಟ್ಟಿ ಸೀರೆ ಬಿಡಿ
5960,5960,0,@amithkumar D boss fan kanda adhu bale alla kadga..yeshte adru d boss obba g*avne ge bari local (gare kelsdavru,amithkumar D boss fan kanda adhu bale alla kadgayeshte adru d boss obba gavne ge bari local gare kelsdavru,ಅಮಿಥಿಕುಮಾರ್ ಡ್ ಬಾಸ್ ಫ್ಯಾನ್ ಕಂಡ ಅದು ಬಲೆ ಅಲ್ಲ ಕಾಡ್ಗಯೆಷ್ಟೇ ಅದ್ರು ಡ್ ಬಾಸ್ ಒಬ್ಬ ಗವ್ನೆ ಗೆ ಬರಿ ಲೋಕಲ್ ಗೇರ್ ಕೆಲಸದವರು,ಅಮಿಥಿಕುಮಾರ್ ಡ್ ಬಾಸ್ ಫ್ಯಾನ್ ಕಂಡ ಅದು ಬಲೆ ಅಲ್ಲ ಕಾಡ್ಗಯೆಷ್ಟೇ ಅದ್ರು ಡ್ ಬಾಸ್ ಒಬ್ಬ ಗವ್ನೆ ಗೆ ಬರಿ ಲೋಕಲ್ ಗೇರ್ ಕೆಲಸದವರು
5961,5961,2,@prithvi nayak nindu ade sudeep sir da caste alva,prithvi nayak nindu ade sudeep sir da caste alva,ಪ್ರಿಥ್ವಿ ನಾಯಕ್ ನಿಂದು ಅದೇ ಸುದೀಪ್ ಸರ್ ಡಾ ಕಾಸ್ಟ ಅಲ್ವ,ಪ್ರಿಥ್ವಿ ನಾಯಕ್ ನಿಂದು ಅದೇ ಸುದೀಪ್ ಸರ್ ಡಾ ಕಾಸ್ಟ ಅಲ್ವ
5962,5962,2,@sachin Mankar hu bro,sachin Mankar hu bro,ಸಚಿನ್ ಮಾನ್ಕರ್ ಹೂ ಬ್ರೋ,ಸಚಿನ್ ಮಾನ್ಕರ್ ಹೂ ಬ್ರೋ
5964,5964,0,@TROLL MONSTER_KANNADA nim maneg bande iru ning hosa tengi sigtale 4monts admele soo be happy bro nim amman sule magne,TROLL MONSTERKANNADA nim maneg bande iru ning hosa tengi sigtale 4monts admele soo be happy bro nim amman sule magne,ಟ್ರೊಲ್ ಮೊನ್ಸ್ಟರ್ಕನ್ನಡ ನಿಮ್ ಮನೆಗ್ ಬಂಡೆ ಇರು ನಿಂಗ್ ಹೊಸ ತೆಂಗಿ ಸಿಗ್ತಾಳೆ ೪ಮೊಂಟ್ಸ್ ಅದ್ಮೇಲೆ ಸೋ ಬಿ ಹ್ಯಾಪಿ ಬ್ರೋ ನಿಮ್ ಅಮ್ಮನ್ ಸೂಳೆ ಮಗನೆ,ಟ್ರೊಲ್ ಮೊನ್ಸ್ಟರ್ಕನ್ನಡ ನಿಮ್ ಮನೆಗ್ ಬಂಡೆ ಇರು ನಿಂಗ್ ಹೊಸ ತೆಂಗಿ ಸಿಗ್ತಾಳೆ ೪ಮೊಂಟ್ಸ್ ಅದ್ಮೇಲೆ ಸೋ ಬಿ ಹ್ಯಾಪಿ ಬ್ರೋ ನಿಮ್ ಅಮ್ಮನ್ ಸೂಳೆ ಮಗನೆ
5965,5965,0,@TROLL MONSTER_KANNADA lai dagar fansu jaggu dada flop u kurukshetra flopu tarak flop u,TROLL MONSTERKANNADA lai dagar fansu jaggu dada flop u kurukshetra flopu tarak flop u,ಟ್ರೊಲ್ ಮೊನ್ಸ್ಟರ್ಕನ್ನಡ ಲೈ ಡಗಾರ್ ಫ್ಯಾಂಸು ಜಗ್ಗು ದಾದಾ ಫ್ಲಾಪ್ ಉ ಕುರುಕ್ಷೇತ್ರ ಫ್ಲಾಸ್ ತಾರಕ್ ಫ್ಲಾಪ್ ಉ,ಟ್ರೊಲ್ ಮೊನ್ಸ್ಟರ್ಕನ್ನಡ ಲೈ ಡಗಾರ್ ಫ್ಯಾಂಸು ಜಗ್ಗು ದಾದಾ ಫ್ಲಾಪ್ ಉ ಕುರುಕ್ಷೇತ್ರ ಫ್ಲಾಸ್ ತಾರಕ್ ಫ್ಲಾಪ್ ಉ
5966,5966,0,@TROLL MONSTER_KANNADA bande iru haktini nim amman tulge sule khaan,TROLL MONSTERKANNADA bande iru haktini nim amman tulge sule khaan,ಟ್ರೋಲ ಮಾನ್ಸ್ಟರ್ ಕನ್ನಡ ಪಾಂಡೆ ಇರು ಹಕ್ತೀನಿ ನಿನ್ ಅಮ್ಮನ್ ದುಲ್ಹಾಜ್ ಸುಲೇ ಖಾನ್,ಟ್ರೋಲ ಮಾನ್ಸ್ಟರ್ ಕನ್ನಡ ಪಾಂಡೆ ಇರು ಹಕ್ತೀನಿ ನಿನ್ ಅಮ್ಮನ್ ದುಲ್ಹಾಜ್ ಸುಲೇ ಖಾನ್
5967,5967,0,@TROLL MONSTER_KANNADA nim ammange nan hakde tunne nathangi siktale avl na vrdashramkke serstini yakandre ninge nodkollake yogyate illa adukkehogo jumper( chupper),TROLL MONSTERKANNADA nim ammange nan hakde tunne nathangi siktale avl na vrdashramkke serstini yakandre ninge nodkollake yogyate illa adukkehogo jumper chupper,ಟ್ರೊಲ್ ಮೊನ್ಸ್ಟರ್ಕನ್ನಡ ನಿಮ್ ಅಮ್ಮಂಗೆ ನಂ ಹಖ್ದೆ ತುಣ್ಣೆ ನಾಥನಗೀ ಸಿಕ್ತಾಳೆ ಅವ್ಳ ನ ವಾರ್ಡಶ್ರಮಕ್ಕೆ ಸೇರಿಸ್ತೀನಿ ಯಾಕಂದ್ರೆ ನಿಂಗೆ ನೋಡ್ಕೊಳ್ಳಕೆ ಯೋಗ್ಯತೆ ಇಲ್ಲ ಅದುಕ್ಕೇಹೊಗೋ ಜಂಪರ್ ಚುಪ್ಪೆರ್,ಟ್ರೊಲ್ ಮೊನ್ಸ್ಟರ್ಕನ್ನಡ ನಿಮ್ ಅಮ್ಮಂಗೆ ನಂ ಹಖ್ದೆ ತುಣ್ಣೆ ನಾಥನಗೀ ಸಿಕ್ತಾಳೆ ಅವ್ಳ ನ ವಾರ್ಡಶ್ರಮಕ್ಕೆ ಸೇರಿಸ್ತೀನಿ ಯಾಕಂದ್ರೆ ನಿಂಗೆ ನೋಡ್ಕೊಳ್ಳಕೆ ಯೋಗ್ಯತೆ ಇಲ್ಲ ಅದುಕ್ಕೇಹೊಗೋ ಜಂಪರ್ ಚುಪ್ಪೆರ್
5968,5968,0,@TROLL MONSTER_KANNADA sak nilsu guru nim amma dagar anta oorgella gottu adunna ee tara helada,TROLL MONSTERKANNADA sak nilsu guru nim amma dagar anta oorgella gottu adunna ee tara helada,ಟ್ರೊಲ್ ಮೊನ್ಸ್ಟರ್ಕನ್ನಡ ಸಾಕ್ ನಿಲ್ಸು ಗುರು ನಿಮ್ ಅಮ್ಮ ಡಗಾರ್ ಅಂತ ಊರ್ಗೆಲ್ಲ ಗೊತ್ತು ಅದುನ್ನ ಈ ತರ ಹೇಳದ,ಟ್ರೊಲ್ ಮೊನ್ಸ್ಟರ್ಕನ್ನಡ ಸಾಕ್ ನಿಲ್ಸು ಗುರು ನಿಮ್ ಅಮ್ಮ ಡಗಾರ್ ಅಂತ ಊರ್ಗೆಲ್ಲ ಗೊತ್ತು ಅದುನ್ನ ಈ ತರ ಹೇಳದ
5969,5969,0,@TROLL MONSTER_KANNADA adikke hendhi kivi na hardu jail ge hoda sule maga yaruu,TROLL MONSTERKANNADA adikke hendhi kivi na hardu jail ge hoda sule maga yaruu,ಟ್ರೊಲ್ ಮೊನ್ಸ್ಟರ್ಕನ್ನಡ ಅದಿಕ್ಕೆ ಹೆಂಧಿ ಕಿವಿ ನ ಹರಿದು ಜೈಲ್ ಗೆ ಹೋದ ಸೂಳೆ ಮಗ ಯಾರೂ,ಟ್ರೊಲ್ ಮೊನ್ಸ್ಟರ್ಕನ್ನಡ ಅದಿಕ್ಕೆ ಹೆಂಧಿ ಕಿವಿ ನ ಹರಿದು ಜೈಲ್ ಗೆ ಹೋದ ಸೂಳೆ ಮಗ ಯಾರೂ
5970,5970,0,@TROLL MONSTER_KANNADA jail ge hog bandh sule maga,TROLL MONSTERKANNADA jail ge hog bandh sule maga,ಟ್ರೊಲ್ ಮೊನ್ಸ್ಟರ್ಕನ್ನಡ ಜೈಲ್ ಗೆ ಹಾಗ್ ಬಂಧ್ ಸೂಳೆ ಮಗ,ಟ್ರೊಲ್ ಮೊನ್ಸ್ಟರ್ಕನ್ನಡ ಜೈಲ್ ಗೆ ಹಾಗ್ ಬಂಧ್ ಸೂಳೆ ಮಗ
5971,5971,0,@TROLL MONSTER_KANNADA nNimm Todeya release gu modale damaar,TROLL MONSTERKANNADA nNimm Todeya release gu modale damaar,ಟ್ರೊಲ್ ಮೊನ್ಸ್ಟರ್ಕನ್ನಡ ನ್ನಿಮ್ಮ್ ತೊಡೆಯ ರಿಲೀಸ್ ಗು ಮೊದಲೇ ಢಮಾರ್,ಟ್ರೊಲ್ ಮೊನ್ಸ್ಟರ್ಕನ್ನಡ ನ್ನಿಮ್ಮ್ ತೊಡೆಯ ರಿಲೀಸ್ ಗು ಮೊದಲೇ ಢಮಾರ್
